client_id,gender,age,average_amount,purchase_sum_3m,purchase_count_3m,days_since_first,days_since_last
c_002566,M,23.0,2613.43,28322.32,45,1882,226
c_002567,F,27.0,3755.4,49659.08,15,115,126
c_002568,M,49.0,1491.78,5354.37,16,774,249
c_002569,M,39.0,342.52,11209.83,37,753,171
c_002570,M,21.0,1204.17,13538.75,3,1347,332
c_002571,F,28.0,3871.87,20773.0,20,1773,331
c_002572,F,43.0,2178.9,15462.93,4,552,205
c_002573,F,34.0,323.48,20403.22,3,1420,62
c_002574,F,33.0,2643.22,13731.83,27,1728,322
c_002575,F,64.0,1937.03,30463.74,2,1536,67
c_002576,F,36.0,3333.23,28646.14,6,1000,302
c_002577,M,47.0,2115.98,14935.89,30,981,148
c_002578,M,51.0,3454.71,23786.62,38,683,277
c_002579,F,65.0,713.12,40756.5,19,1270,315
c_002580,F,22.0,4443.05,11934.97,31,54,44
c_002581,M,59.0,1860.05,37802.4,31,1281,234
c_002582,F,75.0,4997.4,34754.6,24,771,295
c_002583,M,69.0,2558.38,29601.01,28,1948,357
c_002584,F,,2168.62,42585.96,40,71,292
c_002585,F,73.0,804.08,12987.81,23,1854,158
c_002586,M,24.0,4845.02,13926.85,20,1376,287
c_002587,M,56.0,2282.62,32003.68,7,1430,166
c_002588,F,67.0,4428.18,37518.19,11,255,126
c_002589,F,,2721.9,39254.87,13,496,256
c_002590,M,26.0,4887.67,36389.7,26,1280,341
c_002591,M,47.0,3455.04,5539.94,45,1497,225
c_002592,F,31.0,210.89,45827.57,29,127,151
c_002593,M,68.0,4648.49,45476.46,16,1435,342
c_002594,U,50.0,2697.72,6585.87,46,567,191
c_002595,M,30.0,1917.84,43383.93,44,436,35
c_002596,F,18.0,2849.84,28169.83,3,269,3
c_002597,U,50.0,4719.07,46431.52,17,1590,163
c_002598,F,59.0,3435.34,17395.33,16,1962,230
c_002599,M,41.0,3922.61,38237.43,35,1517,14
c_002600,F,49.0,3198.4,36046.68,19,1656,80
c_002601,F,43.0,2799.12,23682.83,5,1863,258
c_002602,M,76.0,4498.86,1958.2,17,844,151
c_002603,F,63.0,2093.83,4113.85,49,1469,0
c_002604,U,19.0,4843.1,9633.48,17,1897,78
c_002605,M,26.0,188.13,48474.91,21,647,264
c_002606,M,79.0,2874.98,23016.38,48,1472,57
c_002607,M,77.0,332.81,29601.59,19,1552,77
c_002608,M,25.0,1322.32,19797.54,39,335,91
c_002609,M,44.0,406.74,1683.91,2,250,63
c_002610,M,,3601.76,10257.07,43,1087,131
c_002611,F,68.0,713.25,26581.18,19,1160,279
c_002612,F,22.0,4169.39,7713.16,8,589,283
c_002613,M,48.0,2116.66,8587.92,41,950,148
c_002614,M,48.0,1515.31,41188.67,7,1723,89
c_002615,F,64.0,1242.8,44048.11,25,1427,63
c_002616,F,54.0,4035.87,9980.31,17,445,211
c_002617,F,54.0,344.31,10290.67,31,1528,233
c_002618,U,37.0,3105.34,44190.45,40,1058,236
c_002619,F,60.0,3045.5,12960.15,26,295,13
c_002620,U,71.0,2456.52,42240.98,42,1876,14
c_002621,M,24.0,1069.18,24420.69,40,985,232
c_002622,M,61.0,4308.08,43624.81,8,841,233
c_002623,M,43.0,2418.65,37209.17,16,73,297
c_002624,F,79.0,3805.84,8222.06,44,1008,226
c_002625,F,54.0,3881.97,9474.82,16,214,234
c_002626,M,,1619.1,12635.03,39,1160,62
c_002627,F,49.0,176.99,15286.29,10,1214,67
c_002628,M,25.0,3431.11,24727.82,15,1988,304
c_002629,U,64.0,4811.1,29510.12,33,466,130
c_002630,M,63.0,915.69,49837.9,43,173,122
c_002631,M,60.0,2854.91,16793.42,46,1057,176
c_002632,M,19.0,2187.15,16148.96,1,903,211
c_002633,F,48.0,1936.37,6669.81,0,870,22
c_002634,M,35.0,613.5,38617.43,25,392,65
c_002635,M,77.0,2076.35,39803.02,27,1860,63
c_002636,M,44.0,2515.93,15589.54,44,1628,264
c_002637,F,71.0,4035.69,18686.12,16,1517,180
c_002638,M,57.0,4638.73,15818.3,43,1696,178
c_002639,F,52.0,2632.04,5712.09,15,847,321
c_002640,M,35.0,4433.62,3542.45,38,512,229
c_002641,M,21.0,1060.43,48859.84,33,1298,217
c_002642,M,37.0,4408.07,25275.15,38,736,211
c_002643,F,19.0,658.76,33093.19,39,683,223
c_002644,M,36.0,4820.59,45443.11,28,819,251
c_002645,F,77.0,2572.98,20455.58,45,508,235
c_002646,F,27.0,4458.53,15600.48,40,1238,179
c_002647,F,71.0,1829.81,25970.96,0,1460,206
c_002648,M,50.0,2636.75,13922.01,40,924,111
c_002649,M,59.0,3662.9,3609.3,36,859,185
c_002650,M,25.0,2019.26,32026.21,33,942,3
c_002651,F,51.0,1169.87,48786.5,30,1712,333
c_002652,F,24.0,264.92,19658.3,45,1825,60
c_002653,F,27.0,198.72,14299.48,8,141,180
c_002654,M,49.0,1017.51,35405.57,38,147,203
c_002655,M,65.0,1654.92,20725.48,2,615,178
c_002656,M,52.0,482.91,25492.44,23,834,17
c_002657,F,69.0,3486.3,44516.12,44,1971,335
c_002658,U,67.0,557.96,45383.79,29,1059,66
c_002659,M,44.0,2564.35,27637.69,19,211,9
c_002660,F,24.0,3394.73,40875.07,46,483,172
c_002661,F,39.0,2038.12,14928.34,23,1231,355
c_002662,M,58.0,2039.75,48333.05,17,477,89
c_002663,U,67.0,3325.73,43224.5,9,1579,357
c_002664,F,65.0,4187.61,21244.8,28,475,48
c_002665,M,35.0,3508.1,20639.79,14,819,227
c_002666,M,64.0,1067.83,44060.9,5,924,269
c_002667,F,62.0,572.06,8911.46,1,1151,335
c_002668,M,65.0,1877.8,2179.66,4,159,96
c_002669,M,64.0,4333.68,46147.11,38,1863,127
c_002670,M,26.0,2260.52,48129.21,49,1515,257
c_002671,F,61.0,393.3,31548.33,17,104,244
c_002672,F,74.0,1690.92,6677.22,25,1319,105
c_002673,F,31.0,724.11,19208.35,10,471,145
c_002674,F,24.0,664.48,46949.0,15,1930,183
c_002675,M,69.0,2451.15,12761.29,27,1193,199
c_002676,F,27.0,58.14,18137.16,23,1275,197
c_002677,M,32.0,1528.42,18237.66,40,503,119
c_002678,F,19.0,352.62,25144.47,21,1610,222
c_002679,F,77.0,502.47,47670.18,33,1760,150
c_002680,M,44.0,4572.58,7235.53,37,487,345
c_002681,F,56.0,4310.97,24500.23,34,270,335
c_002682,M,29.0,3116.83,13612.73,46,90,351
c_002683,F,32.0,4085.27,28222.89,5,1948,270
c_002684,F,27.0,2098.31,17434.98,20,337,164
c_002685,F,,4857.23,45875.77,30,950,292
c_002686,M,27.0,4217.64,48129.36,48,407,59
c_002687,M,64.0,641.75,1594.87,48,337,135
c_002688,M,18.0,2548.7,25283.98,36,475,37
c_002689,F,71.0,1124.12,24211.26,30,221,306
c_002690,M,70.0,1483.58,1402.8,33,295,337
c_002691,M,58.0,4910.03,42882.91,48,1460,84
c_002692,F,57.0,2795.69,14847.78,33,480,195
c_002693,F,53.0,1555.71,43354.47,4,73,304
c_002694,F,50.0,574.05,8164.46,31,1592,341
c_002695,M,,4529.61,30181.93,18,683,344
c_002696,M,43.0,3196.15,1110.52,11,1019,268
c_002697,F,41.0,4681.18,797.82,24,1584,165
c_002698,M,30.0,4891.97,45847.37,13,1012,153
c_002699,F,70.0,1325.28,7050.39,18,237,116
c_002700,M,54.0,820.96,15067.62,5,925,320
c_002701,F,23.0,1375.59,3996.31,27,1719,99
c_002702,F,57.0,4665.23,26230.99,49,306,21
c_002703,M,29.0,2917.89,49793.76,25,645,81
c_002704,F,50.0,1998.45,33443.76,33,139,21
c_002705,M,30.0,2616.26,38950.18,33,1794,57
c_002706,M,35.0,1676.8,3985.09,14,1746,264
c_002707,M,71.0,1304.14,20376.36,42,1920,277
c_002708,M,62.0,4102.55,32769.37,25,1174,329
c_002709,F,23.0,1987.27,24882.18,47,1702,293
c_002710,M,18.0,2140.37,49100.69,26,1555,11
c_002711,M,,3283.73,49064.83,15,1785,205
c_002712,M,79.0,1469.72,21175.51,34,1847,77
c_002713,F,72.0,3729.84,2672.1,9,310,58
c_002714,M,73.0,3390.75,31682.36,23,867,223
c_002715,F,65.0,2420.46,15124.14,10,585,177
c_002716,M,62.0,1707.46,22467.2,46,1914,290
c_002717,M,61.0,3956.83,13115.36,47,950,364
c_002718,M,71.0,473.86,26286.17,42,130,227
c_002719,M,30.0,4512.12,8597.69,9,1505,85
c_002720,U,72.0,2656.0,3409.86,35,999,93
c_002721,F,24.0,3876.75,43959.06,0,792,137
c_002722,F,72.0,1231.35,9324.9,3,1092,76
c_002723,F,69.0,2652.51,17148.57,43,1889,59
c_002724,F,64.0,429.95,16160.64,12,841,266
c_002725,U,67.0,2744.63,46929.78,0,289,109
c_002726,M,73.0,815.27,37884.14,37,488,83
c_002727,F,33.0,2655.4,36539.3,3,473,53
c_002728,F,24.0,4524.12,15207.76,36,1599,107
c_002729,M,62.0,3821.63,971.35,31,1971,269
c_002730,M,37.0,2810.21,30545.13,37,468,236
c_002731,M,78.0,2958.88,3449.07,42,1310,278
c_002732,F,66.0,3346.35,2450.37,32,1569,350
c_002733,F,75.0,1994.36,7501.27,49,1663,304
c_002734,M,54.0,3643.49,20936.26,35,305,65
c_002735,U,37.0,1687.49,648.77,16,588,239
c_002736,M,62.0,2274.29,43398.97,46,237,78
c_002737,U,56.0,2163.5,16974.83,7,206,218
c_002738,M,52.0,1495.5,46239.41,34,1621,102
c_002739,M,38.0,746.92,36001.59,6,178,297
c_002740,M,41.0,1625.64,1927.53,37,937,255
c_002741,F,19.0,3026.93,21345.47,45,311,280
c_002742,M,,1564.79,5879.96,15,1482,337
c_002743,F,32.0,4106.56,17385.5,30,409,359
c_002744,M,42.0,1248.45,47312.62,3,1523,213
c_002745,M,21.0,1150.96,39541.01,23,1635,26
c_002746,M,62.0,2918.14,45141.8,1,987,343
c_002747,F,28.0,3385.49,45508.41,14,1739,299
c_002748,M,76.0,4220.83,14219.95,15,535,88
c_002749,M,26.0,4197.6,27117.06,49,447,212
c_002750,F,36.0,3575.03,112.89,14,1561,315
c_002751,M,66.0,3338.13,42721.62,25,899,205
c_002752,F,78.0,1035.86,33858.5,2,813,74
c_002753,M,56.0,2438.11,33101.08,37,1269,162
c_002754,M,71.0,738.0,24283.06,3,744,143
c_002755,F,44.0,4418.09,42424.04,36,165,290
c_002756,M,34.0,2792.53,48224.63,20,1163,215
c_002757,M,28.0,3897.72,11051.81,28,666,355
c_002758,F,64.0,4214.08,1361.51,15,692,163
c_002759,F,69.0,411.73,33774.59,14,397,262
c_002760,F,78.0,232.85,47017.75,35,922,217
c_002761,M,42.0,3329.26,11179.24,16,1695,178
c_002762,M,73.0,439.56,3357.57,2,151,32
c_002763,F,37.0,1832.75,18095.3,26,1304,250
c_002764,M,44.0,4201.89,12725.25,12,334,322
c_002765,F,63.0,4139.79,34356.95,26,1353,103
c_002766,M,57.0,1271.6,37539.63,33,485,239
c_002767,F,51.0,1839.09,39716.65,44,1173,252
c_002768,M,23.0,4360.22,33755.67,23,245,325
c_002769,F,53.0,839.43,19081.02,44,156,174
c_002770,F,31.0,3124.49,2247.51,26,1551,177
c_002771,F,32.0,4295.21,7293.97,36,191,265
c_002772,F,46.0,4342.9,34028.08,34,1332,116
c_002773,M,59.0,4427.91,38956.97,8,666,311
c_002774,M,44.0,2403.82,22670.67,5,1189,103
c_002775,F,77.0,4382.77,45219.12,13,190,250
c_002776,M,,4650.55,25788.17,1,1324,132
c_002777,F,47.0,2041.73,42242.01,24,279,87
c_002778,M,36.0,3714.8,16136.64,45,755,156
c_002779,F,41.0,83.18,48664.84,6,953,362
c_002780,M,36.0,2702.0,8629.54,28,461,214
c_002781,M,54.0,3785.89,42270.54,40,79,160
c_002782,M,79.0,1207.26,15629.94,43,535,336
c_002783,M,47.0,2464.93,46325.92,9,1002,80
c_002784,M,73.0,577.93,6982.34,16,120,263
c_002785,M,21.0,2735.63,48241.0,46,531,101
c_002786,M,46.0,2808.6,25238.55,18,940,255
c_002787,M,23.0,4932.86,24505.34,8,1047,74
c_002788,M,72.0,1982.18,41523.55,31,634,274
c_002789,F,38.0,1325.36,30418.59,17,1496,272
c_002790,F,26.0,4450.26,5635.59,25,1897,137
c_002791,F,33.0,4616.78,16303.19,2,128,335
c_002792,F,73.0,1026.18,5239.95,49,1699,110
c_002793,M,62.0,2852.4,14074.27,7,674,77
c_002794,M,47.0,2596.04,20819.56,40,690,257
c_002795,M,38.0,2647.63,40984.48,2,232,264
c_002796,M,59.0,1407.42,39148.66,45,1738,149
c_002797,M,79.0,3536.61,48269.32,29,1910,250
c_002798,U,53.0,1312.48,27217.63,7,496,358
c_002799,F,35.0,1092.42,3324.6,44,1484,177
c_002800,M,73.0,3125.81,10338.85,49,486,37
c_002801,U,41.0,4578.38,39518.78,1,568,221
c_002802,M,66.0,2861.32,13526.82,11,865,342
c_002803,F,70.0,2345.3,26059.29,6,759,189
c_002804,F,53.0,2806.03,34226.14,38,555,323
c_002805,F,24.0,776.66,29726.76,45,422,305
c_002806,F,29.0,4547.35,2931.46,44,430,188
c_002807,F,27.0,1302.56,47980.78,33,1453,201
c_002808,F,18.0,4820.38,15945.07,0,529,135
c_002809,F,72.0,1901.93,47264.06,35,1480,240
c_002810,M,71.0,1677.21,15191.49,19,611,174
c_002811,U,19.0,4429.18,26069.3,42,1789,246
c_002812,M,23.0,2904.45,16161.44,14,617,283
c_002813,F,44.0,314.67,44461.92,45,1056,21
c_002814,F,27.0,1804.34,13426.95,14,67,34
c_002815,F,77.0,2593.87,12579.35,33,1619,226
c_002816,F,21.0,4970.04,5555.89,39,362,363
c_002817,F,53.0,1635.1,27430.1,6,697,214
c_002818,M,31.0,4970.48,765.68,43,1081,240
c_002819,M,74.0,2817.55,49235.66,37,441,10
c_002820,F,66.0,3347.96,39364.17,37,1031,191
c_002821,F,48.0,3891.32,36491.72,46,1251,1
c_002822,F,44.0,2022.58,5048.56,32,1708,138
c_002823,M,37.0,2467.61,25677.13,1,1176,248
c_002824,M,25.0,4125.46,41171.62,6,721,315
c_002825,M,69.0,891.0,34676.2,43,371,348
c_002826,M,74.0,3579.55,43217.98,9,1850,345
c_002827,F,72.0,3473.79,29168.83,6,1355,2
c_002828,M,75.0,4705.42,26025.46,37,580,155
c_002829,M,26.0,2226.18,16091.67,44,978,303
c_002830,F,33.0,4724.31,4897.82,13,1970,120
c_002831,M,45.0,3502.07,32915.2,39,784,309
c_002832,M,73.0,2976.13,9240.25,1,412,358
c_002833,M,76.0,3005.32,9431.23,40,1003,98
c_002834,F,32.0,3217.77,45989.3,26,776,333
c_002835,F,38.0,1785.52,18197.27,37,415,245
c_002836,F,42.0,1108.1,22587.39,25,947,3
c_002837,M,60.0,2255.26,34424.32,14,882,93
c_002838,M,24.0,655.95,21341.1,47,287,18
c_002839,M,76.0,4022.55,42211.45,12,1380,17
c_002840,M,57.0,3149.3,34446.11,36,1646,305
c_002841,M,53.0,4810.79,45301.11,28,898,249
c_002842,F,59.0,2017.25,6414.72,48,1986,121
c_002843,M,,2108.65,5604.02,5,804,345
c_002844,F,75.0,4424.18,6482.15,15,724,50
c_002845,M,72.0,4789.26,15347.78,2,1594,316
c_002846,M,72.0,3091.98,49124.71,11,205,197
c_002847,F,52.0,2108.09,36160.59,49,39,262
c_002848,F,58.0,4086.05,34723.89,13,200,311
c_002849,F,66.0,4586.08,44172.36,17,808,100
c_002850,F,62.0,1818.18,36411.59,3,587,325
c_002851,F,51.0,1978.16,21113.39,25,1591,253
c_002852,F,39.0,3590.92,2097.51,12,926,52
c_002853,F,76.0,1746.3,37025.77,39,1825,257
c_002854,F,41.0,4737.21,17857.91,28,165,291
c_002855,M,21.0,957.67,33199.55,40,222,245
c_002856,F,,1357.92,47866.95,21,326,38
c_002857,F,48.0,1172.19,21354.62,24,1707,123
c_002858,M,65.0,1218.8,46782.37,48,129,195
c_002859,F,42.0,2138.38,22839.01,48,1433,90
c_002860,F,,3981.04,41722.32,8,1852,87
c_002861,F,29.0,2642.48,30462.59,44,1465,236
c_002862,M,21.0,4906.25,2607.02,27,559,63
c_002863,F,65.0,1331.96,26780.96,26,1895,132
c_002864,F,31.0,3427.56,18058.82,3,1388,263
c_002865,F,30.0,4665.16,46287.76,42,1847,198
c_002866,M,19.0,1018.89,639.74,8,1522,210
c_002867,M,67.0,1728.38,27682.69,10,281,67
c_002868,F,41.0,3396.3,5730.87,19,1599,147
c_002869,F,31.0,1802.1,10048.78,48,1656,136
c_002870,F,55.0,3058.54,25164.06,35,1242,130
c_002871,M,24.0,2079.3,12494.76,15,553,316
c_002872,M,30.0,1931.8,37124.21,34,1486,32
c_002873,F,20.0,2680.73,31605.98,35,941,242
c_002874,F,,2543.71,46312.84,49,525,324
c_002875,M,77.0,3400.95,45333.13,34,1992,100
c_002876,M,,489.78,8501.31,33,1136,286
c_002877,M,29.0,4663.1,35447.33,21,1661,213
c_002878,F,79.0,3078.31,24989.59,3,468,292
c_002879,F,20.0,3255.74,11909.18,33,1905,213
c_002880,F,50.0,3932.15,183.0,29,1590,37
c_002881,U,53.0,2355.9,3810.48,16,1571,332
c_002882,F,36.0,861.07,23864.97,45,745,233
c_002883,F,30.0,3602.34,15662.49,34,177,170
c_002884,F,38.0,1731.87,26693.64,2,1429,8
c_002885,F,43.0,2758.36,34901.83,13,1520,279
c_002886,F,19.0,1954.36,15101.87,3,1599,333
c_002887,F,23.0,430.95,17878.76,29,179,183
c_002888,F,27.0,594.84,28462.89,48,1252,236
c_002889,F,62.0,2855.64,14399.52,48,1157,35
c_002890,F,30.0,3243.17,41404.42,3,105,307
c_002891,F,79.0,2707.02,10257.89,45,1683,252
c_002892,F,,4472.02,22440.85,11,830,118
c_002893,F,53.0,4487.24,4402.69,17,1670,55
c_002894,M,58.0,4759.43,26525.81,37,1543,80
c_002895,F,70.0,1483.0,22360.22,11,1102,363
c_002896,M,76.0,1210.21,41074.91,17,1224,232
c_002897,F,69.0,1756.32,7747.39,33,769,135
c_002898,M,60.0,1832.79,3491.03,18,1349,142
c_002899,F,,2365.8,1365.71,29,1497,200
c_002900,F,61.0,4669.54,19129.88,43,1801,118
c_002901,M,67.0,3960.49,39711.38,11,228,13
c_002902,F,,4481.12,35004.75,21,793,45
c_002903,M,34.0,1468.42,29155.01,9,689,123
c_002904,F,33.0,3834.98,10871.31,30,451,255
c_002905,M,22.0,521.35,15729.68,41,1844,83
c_002906,M,20.0,1348.79,23538.22,20,662,131
c_002907,F,37.0,3057.81,12173.4,32,1381,349
c_002908,F,30.0,1333.42,33222.98,1,1194,273
c_002909,F,18.0,2175.75,6241.24,33,476,124
c_002910,F,29.0,3683.85,15946.48,19,1197,264
c_002911,M,58.0,1557.74,4710.59,48,246,348
c_002912,F,64.0,4956.9,31640.53,4,454,102
c_002913,M,23.0,1268.12,27444.73,46,1145,78
c_002914,U,57.0,3372.34,30189.76,39,983,229
c_002915,F,,1707.46,40620.75,27,1335,196
c_002916,M,51.0,2447.63,44919.54,39,1229,91
c_002917,M,68.0,825.85,48354.9,24,453,256
c_002918,F,62.0,1186.43,35268.62,15,820,257
c_002919,M,40.0,3348.87,9462.64,18,1224,57
c_002920,F,18.0,2381.82,38880.4,2,640,284
c_002921,F,75.0,1848.65,33878.71,48,1979,221
c_002922,M,53.0,2834.36,45156.61,32,137,320
c_002923,U,34.0,1863.19,8165.27,18,409,202
c_002924,M,35.0,3846.6,14625.96,36,1726,345
c_002925,M,63.0,2690.43,18197.34,31,469,9
c_002926,M,58.0,887.95,42050.17,13,1102,345
c_002927,M,43.0,1290.57,21560.94,27,877,91
c_002928,M,30.0,1130.43,1586.85,9,1003,256
c_002929,M,31.0,3196.77,8953.61,32,1006,63
c_002930,F,79.0,3497.78,37665.36,12,674,312
c_002931,M,45.0,4063.46,31193.81,4,1740,84
c_002932,F,48.0,1247.54,41663.88,21,1239,245
c_002933,M,48.0,68.43,11061.09,31,826,328
c_002934,M,33.0,1889.82,4228.81,37,1997,265
c_002935,F,31.0,957.06,31090.1,6,147,300
c_002936,F,35.0,2977.09,36163.8,29,1496,174
c_002937,F,51.0,1112.16,18408.49,37,735,288
c_002938,M,40.0,3081.85,28469.97,23,347,60
c_002939,F,51.0,882.26,35309.81,35,706,239
c_002940,M,47.0,88.92,5858.95,24,1879,9
c_002941,M,27.0,2279.09,29803.6,15,647,102
c_002942,M,65.0,4614.93,41380.11,35,1860,302
c_002943,M,27.0,2743.84,17329.28,3,920,71
c_002944,F,69.0,354.02,6031.46,1,1506,126
c_002945,M,76.0,4923.94,38285.17,43,67,10
c_002946,F,50.0,1505.47,42072.96,21,1791,142
c_002947,M,53.0,4869.48,48820.46,28,891,63
c_002948,F,65.0,3890.48,25436.07,8,138,98
c_002949,F,53.0,1846.25,45003.53,28,1484,76
c_002950,M,68.0,4392.75,19346.4,12,788,31
c_002951,F,75.0,304.05,49001.39,17,1713,29
c_002952,M,70.0,972.94,1308.35,33,938,3
c_002953,F,24.0,119.58,33666.92,28,763,295
c_002954,M,40.0,2637.02,36654.39,11,81,236
c_002955,F,44.0,205.2,23490.11,26,1837,85
c_002956,M,75.0,332.25,7315.02,36,806,166
c_002957,F,34.0,2605.01,12688.36,0,453,330
c_002958,F,42.0,3554.07,46690.72,29,399,282
c_002959,F,70.0,4126.4,48146.09,4,1737,95
c_002960,M,61.0,3710.29,8954.01,29,1185,85
c_002961,F,37.0,1371.15,44038.08,32,1534,34
c_002962,F,51.0,3722.54,44031.12,25,1373,228
c_002963,F,65.0,2838.94,13800.49,37,439,46
c_002964,F,72.0,4320.8,23936.24,29,146,250
c_002965,F,70.0,1679.13,13080.53,11,1049,195
c_002966,M,42.0,985.79,6490.8,12,1711,120
c_002967,F,21.0,2586.93,32733.35,40,915,347
c_002968,M,44.0,4299.61,12495.75,1,192,34
c_002969,M,60.0,1441.87,20065.02,49,982,192
c_002970,F,75.0,2402.15,44719.37,25,1393,116
c_002971,U,55.0,4014.66,44652.45,49,1189,274
c_002972,M,51.0,4603.77,29652.65,8,1206,277
c_002973,M,65.0,489.67,12862.5,0,1667,228
c_002974,M,51.0,4238.96,42024.64,27,763,276
c_002975,F,62.0,1911.49,23392.09,9,428,344
c_002976,M,50.0,2768.59,38645.18,3,1187,48
c_002977,F,56.0,3781.05,36923.88,22,151,252
c_002978,F,75.0,856.81,29204.74,48,282,286
c_002979,F,47.0,759.36,37123.19,48,280,168
c_002980,M,24.0,234.59,17656.36,25,1153,336
c_002981,F,78.0,2603.41,14097.16,14,520,153
c_002982,M,38.0,3076.02,16626.5,35,644,140
c_002983,F,56.0,862.1,19000.68,22,947,89
c_002984,F,74.0,3092.71,22217.79,30,236,35
c_002985,U,46.0,1127.71,8337.39,42,1205,340
c_002986,M,24.0,3871.26,35347.17,8,407,336
c_002987,F,49.0,3600.73,11824.02,33,1764,145
c_002988,M,54.0,2066.06,43902.57,42,1146,20
c_002989,M,77.0,2840.38,49936.1,34,1852,287
c_002990,F,54.0,3520.6,45328.44,2,955,340
c_002991,M,52.0,994.25,43737.55,42,231,129
c_002992,M,78.0,2826.12,5395.92,43,163,219
c_002993,F,33.0,4695.53,25191.66,48,795,345
c_002994,F,35.0,4695.74,23418.95,28,1828,356
c_002995,M,44.0,4854.06,17960.25,15,1887,12
c_002996,M,70.0,4063.82,17232.23,1,279,89
c_002997,U,32.0,781.59,16202.92,33,1808,223
c_002998,M,61.0,972.29,41845.3,20,815,69
c_002999,F,61.0,4895.22,13313.34,19,1753,227
